timestamp,symbol,open,high,low,close,volume
2026-08-14T11:00:00+00:00,NIFTY50,22605.0,22620.0,22595.0,22610.0,1150000
2026-08-14T11:05:00+00:00,NIFTY50,22610.0,22625.0,22600.0,22615.0,1050000
2026-08-14T11:10:00+00:00,NIFTY50,22615.0,22630.0,22605.0,22620.0,1200000
2026-08-14T11:15:00+00:00,NIFTY50,22620.0,22635.0,22610.0,22625.0,1100000
2026-08-14T11:20:00+00:00,NIFTY50,22625.0,22640.0,22615.0,22630.0,1250000
2026-08-14T11:25:00+00:00,NIFTY50,22630.0,22645.0,22620.0,22635.0,1150000
2026-08-14T11:30:00+00:00,NIFTY50,22635.0,22650.0,22625.0,22640.0,1300000
2026-08-14T11:35:00+00:00,NIFTY50,22640.0,22655.0,22630.0,22645.0,1200000
2026-08-14T11:40:00+00:00,NIFTY50,22645.0,22660.0,22635.0,22650.0,1350000
2026-08-14T11:45:00+00:00,NIFTY50,22650.0,22665.0,22640.0,22655.0,1250000
2026-08-14T11:50:00+00:00,NIFTY50,22655.0,22670.0,22645.0,22660.0,1400000
2026-08-14T11:55:00+00:00,NIFTY50,22660.0,22675.0,22650.0,22665.0,1300000
2026-08-14T12:00:00+00:00,NIFTY50,22665.0,22680.0,22655.0,22670.0,1450000
2026-08-14T12:05:00+00:00,NIFTY50,22670.0,22685.0,22660.0,22675.0,1350000
2026-08-14T12:10:00+00:00,NIFTY50,22675.0,22690.0,22665.0,22680.0,1500000
2026-08-14T12:15:00+00:00,NIFTY50,22680.0,22695.0,22670.0,22685.0,1400000
2026-08-14T12:20:00+00:00,NIFTY50,22685.0,22700.0,22675.0,22690.0,1550000
2026-08-14T12:25:00+00:00,NIFTY50,22690.0,22705.0,22680.0,22695.0,1450000
2026-08-14T12:30:00+00:00,NIFTY50,22695.0,22710.0,22685.0,22700.0,1600000
2026-08-14T12:35:00+00:00,NIFTY50,22700.0,22715.0,22690.0,22705.0,1500000
2026-08-14T12:40:00+00:00,NIFTY50,22705.0,22720.0,22695.0,22710.0,1650000
2026-08-14T12:45:00+00:00,NIFTY50,22710.0,22725.0,22700.0,22715.0,1550000
2026-08-14T12:50:00+00:00,NIFTY50,22715.0,22730.0,22705.0,22720.0,1700000
2026-08-14T12:55:00+00:00,NIFTY50,22720.0,22735.0,22710.0,22725.0,1600000
2026-08-14T13:00:00+00:00,NIFTY50,22725.0,22740.0,22715.0,22730.0,1750000
2026-08-14T13:05:00+00:00,NIFTY50,22730.0,22745.0,22720.0,22735.0,1650000
2026-08-14T13:10:00+00:00,NIFTY50,22735.0,22750.0,22725.0,22740.0,1800000
2026-08-14T13:15:00+00:00,NIFTY50,22740.0,22755.0,22730.0,22745.0,1700000
2026-08-14T13:20:00+00:00,NIFTY50,22745.0,22760.0,22735.0,22750.0,1850000
2026-08-14T13:25:00+00:00,NIFTY50,22750.0,22765.0,22740.0,22755.0,1750000
2026-08-14T13:30:00+00:00,NIFTY50,22755.0,22770.0,22745.0,22760.0,1900000
2026-08-14T13:35:00+00:00,NIFTY50,22760.0,22775.0,22750.0,22765.0,1800000
2026-08-14T13:40:00+00:00,NIFTY50,22765.0,22780.0,22755.0,22770.0,1950000
2026-08-14T13:45:00+00:00,NIFTY50,22770.0,22785.0,22760.0,22775.0,1850000
2026-08-14T13:50:00+00:00,NIFTY50,22775.0,22790.0,22765.0,22780.0,2000000
2026-08-14T13:55:00+00:00,NIFTY50,22780.0,22795.0,22770.0,22785.0,1900000
2026-08-14T14:00:00+00:00,NIFTY50,22785.0,22800.0,22775.0,22790.0,2050000
2026-08-14T14:05:00+00:00,NIFTY50,22790.0,22805.0,22780.0,22795.0,1950000
2026-08-14T14:10:00+00:00,NIFTY50,22795.0,22810.0,22785.0,22800.0,2100000
2026-08-14T14:15:00+00:00,NIFTY50,22800.0,22815.0,22790.0,22805.0,2000000
2026-08-14T14:20:00+00:00,NIFTY50,22805.0,22820.0,22795.0,22810.0,2150000
2026-08-14T14:25:00+00:00,NIFTY50,22810.0,22825.0,22800.0,22815.0,2050000
2026-08-14T14:30:00+00:00,NIFTY50,22815.0,22830.0,22805.0,22820.0,2200000
2026-08-14T14:35:00+00:00,NIFTY50,22820.0,22835.0,22810.0,22825.0,2100000
2026-08-14T14:40:00+00:00,NIFTY50,22825.0,22840.0,22815.0,22830.0,2250000
2026-08-14T14:45:00+00:00,NIFTY50,22830.0,22845.0,22820.0,22835.0,2150000
2026-08-14T14:50:00+00:00,NIFTY50,22835.0,22850.0,22825.0,22840.0,2300000
2026-08-14T14:55:00+00:00,NIFTY50,22840.0,22855.0,22830.0,22845.0,2200000
2026-08-14T15:00:00+00:00,NIFTY50,22845.0,22860.0,22835.0,22850.0,2350000
2026-08-14T15:05:00+00:00,NIFTY50,22850.0,22865.0,22840.0,22855.0,2250000
2026-08-14T15:10:00+00:00,NIFTY50,22855.0,22870.0,22845.0,22860.0,2400000
2026-08-14T15:15:00+00:00,NIFTY50,22860.0,22875.0,22850.0,22865.0,2300000
2026-08-14T15:20:00+00:00,NIFTY50,22865.0,22880.0,22855.0,22870.0,2450000
2026-08-14T15:25:00+00:00,NIFTY50,22870.0,22885.0,22860.0,22875.0,2350000
2026-08-14T15:30:00+00:00,NIFTY50,22875.0,22890.0,22865.0,22880.0,2500000
