timestamp,symbol,open,high,low,close,volume
2026-08-14 14:35:00,BANKNIFTY,48130.0,48150.0,48105.0,48120.0,85000
2026-08-14 14:40:00,BANKNIFTY,48120.0,48140.0,48095.0,48110.0,90000
2026-08-14 14:45:00,BANKNIFTY,48110.0,48130.0,48085.0,48100.0,95000
2026-08-14 14:50:00,BANKNIFTY,48100.0,48120.0,48075.0,48090.0,105000
2026-08-14 14:55:00,BANKNIFTY,48090.0,48110.0,48065.0,48080.0,115000
2026-08-14 15:00:00,BANKNIFTY,48080.0,48100.0,48055.0,48070.0,130000
2026-08-14 15:05:00,BANKNIFTY,48070.0,48090.0,48045.0,48060.0,145000
2026-08-14 15:10:00,BANKNIFTY,48060.0,48080.0,48035.0,48050.0,160000
2026-08-14 15:15:00,BANKNIFTY,48050.0,48070.0,48025.0,48040.0,175000
2026-08-14 15:20:00,BANKNIFTY,48040.0,48060.0,48015.0,48030.0,190000
2026-08-14 15:25:00,BANKNIFTY,48030.0,48050.0,48005.0,48020.0,210000
2026-08-14 15:30:00,BANKNIFTY,48020.0,48040.0,47995.0,48010.0,225000
